Region,X,Y,ImageHeight,ImageWidth
9,485.399725951148,1255.15084963367,2232,2249
9,483.091836780064,1255.45688486751,2232,2249
9,479.648581218389,1252.62725100176,2232,2249
9,479.557063718331,1251.81783079072,2232,2249
9,478.696249827912,1251.11042232428,2232,2249
9,478.604732327855,1250.30100211323,2232,2249
9,477.743918437436,1249.59359364679,2232,2249
9,476.974622047074,1249.69560539141,2232,2249
9,476.113808156656,1248.98819692497,2232,2249
9,474.575215375933,1249.19222041419,2232,2249
9,473.714401485514,1248.48481194776,2232,2249
9,469.867919533707,1248.99487067082,2232,2249
9,469.007105643288,1248.28746220438,2232,2249
9,466.699216472204,1248.59349743822,2232,2249
9,465.838402581786,1247.88608897179,2232,2249
9,463.530513410701,1248.19212420562,2232,2249
9,462.669699520283,1247.48471573919,2232,2249
9,461.13110673956,1247.68873922841,2232,2249
9,460.270292849141,1246.98133076198,2232,2249
9,458.731700068418,1247.1853542512,2232,2249
9,457.870886177999,1246.47794578476,2232,2249
9,456.332293397277,1246.68196927399,2232,2249
9,455.471479506858,1245.97456080755,2232,2249
9,453.932886726135,1246.17858429678,2232,2249
9,453.072072835716,1245.47117583034,2232,2249
9,452.302776445355,1245.57318757495,2232,2249
9,451.441962554936,1244.86577910852,2232,2249
9,449.903369774213,1245.06980259774,2232,2249
