Region,X,Y,ImageHeight,ImageWidth,Image_Width,Image_Height
9,14.0358773758665,241.869590612424,500,500,362.360426706671,390.544015450523
9,14.0164154521272,241.702126072017,500,500,362.360426706671,390.544015450523
9,13.8333565368524,241.555767194277,500,500,362.360426706671,390.544015450523
9,13.7944326893736,241.220838113464,500,500,362.360426706671,390.544015450523
9,13.6113737740988,241.074479235721,500,500,362.360426706671,390.544015450523
9,13.3389068417469,238.729975670036,500,500,362.360426706671,390.544015450523
9,13.155847926472,238.583616792293,500,500,362.360426706671,390.544015450523
9,12.9612286890779,236.908971388232,500,500,362.360426706671,390.544015450523
9,12.7781697738032,236.762612510489,500,500,362.360426706671,390.544015450523
9,13.3547100449863,236.008331698211,500,500,362.360426706671,390.544015450523
9,13.3352481212469,235.840867157806,500,500,362.360426706671,390.544015450523
9,13.7676533246343,235.275156548595,500,500,362.360426706671,390.544015450523
9,13.7481914008945,235.107692008189,500,500,362.360426706671,390.544015450523
9,14.0364615364863,234.73055160205,500,500,362.360426706671,390.544015450523
9,13.9975376890076,234.395622521237,500,500,362.360426706671,390.544015450523
9,14.1416727568032,234.207052318168,500,500,362.360426706671,390.544015450523
9,14.044363138106,233.369729616137,500,500,362.360426706671,390.544015450523
9,14.1884982059017,233.181159413068,500,500,362.360426706671,390.544015450523
9,14.3520951974371,233.160053750404,500,500,362.360426706671,390.544015450523
9,14.4962302652328,232.971483547333,500,500,362.360426706671,390.544015450523
9,15.9686031890498,232.781532583361,500,500,362.360426706671,390.544015450523
9,16.1516621043243,232.927891461104,500,500,362.360426706671,390.544015450523
9,16.8060500704652,232.843468810446,500,500,362.360426706671,390.544015450523
9,16.9891089857396,232.98982768819,500,500,362.360426706671,390.544015450523
9,18.1342879264866,232.842088049544,500,500,362.360426706671,390.544015450523
9,18.317346841761,232.988446927287,500,500,362.360426706671,390.544015450523
9,18.6445408248315,232.946235601959,500,500,362.360426706671,390.544015450523
9,18.8275997401058,233.092594479702,500,500,362.360426706671,390.544015450523
9,19.1547937231763,233.050383154373,500,500,362.360426706671,390.544015450523
9,19.3378526384512,233.196742032117,500,500,362.360426706671,390.544015450523
9,19.6650466215217,233.15453070679,500,500,362.360426706671,390.544015450523
9,19.848105536796,233.300889584531,500,500,362.360426706671,390.544015450523
9,20.1752995198665,233.258678259205,500,500,362.360426706671,390.544015450523
9,20.3583584351413,233.405037136945,500,500,362.360426706671,390.544015450523
9,20.6855524182114,233.362825811619,500,500,362.360426706671,390.544015450523
9,20.8686113334862,233.509184689363,500,500,362.360426706671,390.544015450523
9,21.0322083250217,233.488079026698,500,500,362.360426706671,390.544015450523
9,21.2152672402961,233.63443790444,500,500,362.360426706671,390.544015450523
9,22.0332521979722,233.528909591123,500,500,362.360426706671,390.544015450523
9,22.216311113247,233.675268468864,500,500,362.360426706671,390.544015450523
9,22.7071020878525,233.611951480872,500,500,362.360426706671,390.544015450523
9,22.8901610031273,233.758310358615,500,500,362.360426706671,390.544015450523
9,23.5445489692679,233.673887707961,500,500,362.360426706671,390.544015450523
9,23.7276078845427,233.820246585704,500,500,362.360426706671,390.544015450523
9,24.2183988591482,233.756929597712,500,500,362.360426706671,390.544015450523
9,24.4014577744231,233.903288475456,500,500,362.360426706671,390.544015450523
9,24.4209196981624,234.070753015859,500,500,362.360426706671,390.544015450523
9,24.6039786134372,234.217111893603,500,500,362.360426706671,390.544015450523
9,24.6234405371766,234.384576434009,500,500,362.360426706671,390.544015450523
9,24.806499452451,234.530935311752,500,500,362.360426706671,390.544015450523
9,24.8259613761908,234.698399852159,500,500,362.360426706671,390.544015450523
9,24.9895583677258,234.677294189493,500,500,362.360426706671,390.544015450523
